title,pubDate,guid,link,description
"Battle for Mykolaiv: 'We are winning this fight, but not this war'","Fri, 11 Mar 2022 19:21:01 GMT",https://www.bbc.co.uk/news/world-europe-60711659,https://www.bbc.co.uk/news/world-europe-60711659?at_medium=RSS&at_campaign=KARANGA,"In the southern city of Mykolaiv, Ukrainian forces are battling to stop the Russian advance."
Ukraine war: Ukrainians mourn their fallen soldiers,"Sat, 12 Mar 2022 00:00:47 GMT",https://www.bbc.co.uk/news/world-europe-60714529,https://www.bbc.co.uk/news/world-europe-60714529?at_medium=RSS&at_campaign=KARANGA,Funerals are held for the first Ukrainian victims of the Ukraine-Russia war.
Roman Abramovich: Chelsea have credit card facilities temporarily suspended,"Fri, 11 Mar 2022 20:01:22 GMT",https://www.bbc.co.uk/sport/football/60714952,https://www.bbc.co.uk/sport/football/60714952?at_medium=RSS&at_campaign=KARANGA,Chelsea's credit card facilities are temporarily suspended while banks assess the implications of the sanctions imposed on Russian billionaire owner Roman Abramovich.
The race is on for affordable energy for the UK's homes and businesses,"Sat, 12 Mar 2022 00:19:48 GMT",https://www.bbc.co.uk/news/uk-politics-60712673,https://www.bbc.co.uk/news/uk-politics-60712673?at_medium=RSS&at_campaign=KARANGA,War in Ukraine has focused minds on how to get enough affordable energy for homes and businesses.
Fears funeral plan reforms could mean thousands lose money,"Sat, 12 Mar 2022 00:51:39 GMT",https://www.bbc.co.uk/news/business-60667173,https://www.bbc.co.uk/news/business-60667173?at_medium=RSS&at_campaign=KARANGA,There is growing concern that tougher regulations for funeral plan providers could hit many customers.
Disney apologises for 'silence' on 'Don't Say Gay' bill,"Fri, 11 Mar 2022 21:39:16 GMT",https://www.bbc.co.uk/news/world-us-canada-60714063,https://www.bbc.co.uk/news/world-us-canada-60714063?at_medium=RSS&at_campaign=KARANGA,"It comes after the BBC is shown a letter which also claims ""gay affection"" is cut from Pixar content."
Transgender children: Texas plan to probe parents halted,"Sat, 12 Mar 2022 01:04:01 GMT",https://www.bbc.co.uk/news/world-us-canada-60710227,https://www.bbc.co.uk/news/world-us-canada-60710227?at_medium=RSS&at_campaign=KARANGA,Parents seeking gender transition for their children may not be investigated for so-called abuse.
France keep Six Nations Grand Slam dream alive,"Fri, 11 Mar 2022 21:56:48 GMT",https://www.bbc.co.uk/sport/rugby-union/60712709,https://www.bbc.co.uk/sport/rugby-union/60712709?at_medium=RSS&at_campaign=KARANGA,France keep alive their dreams of a first Grand Slam and Six Nations title since 2010 with a tense 13-9 victory over Wales.
England in West Indies: Zak Crawley hits hundred as tourists dominate day four in Antigua,"Fri, 11 Mar 2022 21:59:53 GMT",https://www.bbc.co.uk/sport/cricket/60711815,https://www.bbc.co.uk/sport/cricket/60711815?at_medium=RSS&at_campaign=KARANGA,Zak Crawley hits his second Test hundred as England dominate West Indies on day four of the first Test to set up an outside chance of victory.
Queen pulls out of attending Commonwealth Service,"Fri, 11 Mar 2022 20:43:20 GMT",https://www.bbc.co.uk/news/uk-60715218,https://www.bbc.co.uk/news/uk-60715218?at_medium=RSS&at_campaign=KARANGA,"The Queen will not attend next week's service at Westminster Abbey, Buckingham Palace says."
UK sanctions 386 Russian MPs over Ukraine invasion,"Fri, 11 Mar 2022 19:31:33 GMT",https://www.bbc.co.uk/news/uk-politics-60708230,https://www.bbc.co.uk/news/uk-politics-60708230?at_medium=RSS&at_campaign=KARANGA,Politicians who voted to recognise two areas of Ukraine as independent have their UK assets frozen.
Covid infections rising again across UK - ONS,"Fri, 11 Mar 2022 19:11:35 GMT",https://www.bbc.co.uk/news/health-60709712,https://www.bbc.co.uk/news/health-60709712?at_medium=RSS&at_campaign=KARANGA,"A form of Omicron called BA.2 is now the most common variant in most of the UK, figures suggest."
"Under threat of Russian bombs, Lviv hides away its priceless heritage","Sat, 12 Mar 2022 00:25:31 GMT",https://www.bbc.co.uk/news/world-europe-60707531,https://www.bbc.co.uk/news/world-europe-60707531?at_medium=RSS&at_campaign=KARANGA,The picturesque western city of Lviv is racing to protect is cultural and religious artefacts.
War in Ukraine: How Russia is recruiting mercenaries,"Sat, 12 Mar 2022 00:32:16 GMT",https://www.bbc.co.uk/news/world-europe-60711211,https://www.bbc.co.uk/news/world-europe-60711211?at_medium=RSS&at_campaign=KARANGA,"Social media channels and private messaging groups are being used to recruit, the BBC has learned."
Ukraine war: Fact-checking Russia's biological weapons claims,"Fri, 11 Mar 2022 19:03:49 GMT",https://www.bbc.co.uk/news/60711705,https://www.bbc.co.uk/news/60711705?at_medium=RSS&at_campaign=KARANGA,The BBC finds no evidence for Russian claims that Ukraine is developing biological weapons with US support.
Ukraine: Spam website set up to reach millions of Russians,"Sat, 12 Mar 2022 00:35:07 GMT",https://www.bbc.co.uk/news/technology-60697261,https://www.bbc.co.uk/news/technology-60697261?at_medium=RSS&at_campaign=KARANGA,A Norwegian computer expert has made a system for volunteers to email millions of Russian people about the war
What sanctions are being imposed on Russia over Ukraine invasion?,"Fri, 11 Mar 2022 15:12:07 GMT",https://www.bbc.co.uk/news/world-europe-60125659,https://www.bbc.co.uk/news/world-europe-60125659?at_medium=RSS&at_campaign=KARANGA,Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.
Mariupol hospital attack: Pregnant woman hurt in bombing gives birth,"Fri, 11 Mar 2022 22:16:48 GMT",https://www.bbc.co.uk/news/world-europe-60715492,https://www.bbc.co.uk/news/world-europe-60715492?at_medium=RSS&at_campaign=KARANGA,"Mariana Vishegirskaya, a beauty blogger, has reportedly given birth to a baby girl."
Ukraine: What happened on day 16 of Russia's invasion,"Fri, 11 Mar 2022 21:12:56 GMT",https://www.bbc.co.uk/news/world-europe-60712179,https://www.bbc.co.uk/news/world-europe-60712179?at_medium=RSS&at_campaign=KARANGA,"Vladimir Putin paves the way for foreign fighters to join the war, while Russia widens its attacks."
Ukraine: Thousands of vulnerable children unaccounted for,"Fri, 11 Mar 2022 16:37:24 GMT",https://www.bbc.co.uk/news/world-europe-60692442,https://www.bbc.co.uk/news/world-europe-60692442?at_medium=RSS&at_campaign=KARANGA,Extraction unit evacuating orphanages in the war zone say traffickers targeted children at the Ukraine border.
Will Nato get involved if dirty bombs are used in Ukraine? And other questions,"Fri, 11 Mar 2022 16:00:22 GMT",https://www.bbc.co.uk/news/world-60711951,https://www.bbc.co.uk/news/world-60711951?at_medium=RSS&at_campaign=KARANGA,BBC correspondents Lyse Doucet and Jenny Hill answer readers' questions on Ukraine
Watch: Our correspondent goes into no-man's land with the Ukrainian army,"Thu, 10 Mar 2022 22:47:46 GMT",https://www.bbc.co.uk/news/world-europe-60699588,https://www.bbc.co.uk/news/world-europe-60699588?at_medium=RSS&at_campaign=KARANGA,The BBC spent a week with Ukrainian forces in Kharkiv as they fight to stop a further Russian advance.
Which companies are pulling out of Russia?,"Fri, 11 Mar 2022 21:44:54 GMT",https://www.bbc.co.uk/news/business-60571133,https://www.bbc.co.uk/news/business-60571133?at_medium=RSS&at_campaign=KARANGA,Reputational risk and practical difficulties means the exodus of firms is growing but some remain.
Roman Abramovich: What do Russian owner's sanctions mean for Chelsea?,"Fri, 11 Mar 2022 06:47:16 GMT",https://www.bbc.co.uk/sport/football/60684038,https://www.bbc.co.uk/sport/football/60684038?at_medium=RSS&at_campaign=KARANGA,What do sanctions imposed on Roman Abramovich mean for Chelsea and the club's supporters? BBC Sport answers some of the key questions.
The Papers: Kyiv faces siege and UK under fire over refugees,"Sat, 12 Mar 2022 05:26:16 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60716208,https://www.bbc.co.uk/news/blogs-the-papers-60716208?at_medium=RSS&at_campaign=KARANGA,The coming battle for Ukraine's capital and the ongoing fallout dominates the headlines.
Intimate image abuse: His confession protected him,"Sat, 12 Mar 2022 00:00:50 GMT",https://www.bbc.co.uk/news/uk-politics-60693849,https://www.bbc.co.uk/news/uk-politics-60693849?at_medium=RSS&at_campaign=KARANGA,Georgie received an anonymous tip-off on Facebook that intimate photos of her were being shared online.
Building a bigger home for the British Library collection,"Sat, 12 Mar 2022 00:07:59 GMT",https://www.bbc.co.uk/news/uk-england-leeds-60668721,https://www.bbc.co.uk/news/uk-england-leeds-60668721?at_medium=RSS&at_campaign=KARANGA,What do you do when your collection of millions of books keeps growing but your bookshelves don't?
The friends who explore abandoned buildings,"Fri, 11 Mar 2022 23:02:24 GMT",https://www.bbc.co.uk/news/uk-scotland-60700824,https://www.bbc.co.uk/news/uk-scotland-60700824?at_medium=RSS&at_campaign=KARANGA,"Alex, Alistair and Theo are among a community of ""urban explorers"" who document the history of decaying structures."
Week in pictures: 5-11 March 2022,"Sat, 12 Mar 2022 00:10:45 GMT",https://www.bbc.co.uk/news/in-pictures-60699864,https://www.bbc.co.uk/news/in-pictures-60699864?at_medium=RSS&at_campaign=KARANGA,"A selection of powerful images from all over the globe, taken in the past seven days."
'Young people may have 10-plus careers in their lifetime',"Fri, 11 Mar 2022 22:30:50 GMT",https://www.bbc.co.uk/news/business-60710925,https://www.bbc.co.uk/news/business-60710925?at_medium=RSS&at_campaign=KARANGA,A charity competition is encouraging school kids to get entrepreneurial and make their own products.
British Pie Awards: Gluten-free pie crowned winner,"Fri, 11 Mar 2022 21:23:05 GMT",https://www.bbc.co.uk/news/uk-england-leicestershire-60715831,https://www.bbc.co.uk/news/uk-england-leicestershire-60715831?at_medium=RSS&at_campaign=KARANGA,This is the first time the free-from category produced an overall winning pie.
Mystery drone from Ukraine war crashes in Croatia,"Fri, 11 Mar 2022 14:22:00 GMT",https://www.bbc.co.uk/news/world-europe-60709952,https://www.bbc.co.uk/news/world-europe-60709952?at_medium=RSS&at_campaign=KARANGA,Experts believe a drone that crashed in Zagreb was a Soviet-era type used by the Ukrainian military.
Mark Kermode and Simon Mayo are ending their 5 Live film show,"Fri, 11 Mar 2022 16:01:03 GMT",https://www.bbc.co.uk/news/entertainment-arts-60705765,https://www.bbc.co.uk/news/entertainment-arts-60705765?at_medium=RSS&at_campaign=KARANGA,The movie review show presented by critic Mark Kermode and presenter Simon Mayo will end in April.
Jussie Smollett: A complete timeline from actor's 2019 arrest to jail time,"Fri, 11 Mar 2022 09:11:53 GMT",https://www.bbc.co.uk/news/newsbeat-47317701,https://www.bbc.co.uk/news/newsbeat-47317701?at_medium=RSS&at_campaign=KARANGA,"A jury has sentenced the US actor for lying about being the victim of a racist, homophobic attack."
Honduran authorities burn eight tonnes of cocaine,"Fri, 11 Mar 2022 19:53:32 GMT",https://www.bbc.co.uk/news/world-60715574,https://www.bbc.co.uk/news/world-60715574?at_medium=RSS&at_campaign=KARANGA,Authorities in Honduras destroy cocaine seized in various operations in the country since 2020.
UK visas for Ukrainian refugees: 'We don't deserve such an attitude',"Fri, 11 Mar 2022 12:39:04 GMT",https://www.bbc.co.uk/news/world-europe-60707758,https://www.bbc.co.uk/news/world-europe-60707758?at_medium=RSS&at_campaign=KARANGA,"Lena Kamolikova came from London to collect her Ukrainian mother Raisa, but they face a lengthy process to apply for a UK visa."
Pregnancy loss: 'I just don't think we're being listened to',"Fri, 11 Mar 2022 04:26:46 GMT",https://www.bbc.co.uk/news/world-us-canada-60698394,https://www.bbc.co.uk/news/world-us-canada-60698394?at_medium=RSS&at_campaign=KARANGA,Four black women explain their devastating experiences with pregnancy loss in US healthcare system.
Martin Compston: From a school corridor to stardom,"Fri, 11 Mar 2022 22:55:36 GMT",https://www.bbc.co.uk/news/uk-scotland-60707536,https://www.bbc.co.uk/news/uk-scotland-60707536?at_medium=RSS&at_campaign=KARANGA,"The Scot made his acting debut in Ken Loach's gritty drama Sweet Sixteen, released 20 years ago."
'Reselling PlayStations keeps a roof over my head',"Sat, 12 Mar 2022 00:13:50 GMT",https://www.bbc.co.uk/news/technology-60709207,https://www.bbc.co.uk/news/technology-60709207?at_medium=RSS&at_campaign=KARANGA,How so-called scalpers use online bots to snap up consoles and resell them for profit.
Farming Wales: The farmer making vodka from sheep milk,"Fri, 11 Mar 2022 23:03:14 GMT",https://www.bbc.co.uk/news/uk-wales-60692167,https://www.bbc.co.uk/news/uk-wales-60692167?at_medium=RSS&at_campaign=KARANGA,"Bryn Perry, from Pembrokeshire, recycles leftover whey from his cheese-making to produce the spirit."
Australia floods: 'I'm angry it's happening again',"Fri, 11 Mar 2022 16:57:06 GMT",https://www.bbc.co.uk/news/world-australia-60686223,https://www.bbc.co.uk/news/world-australia-60686223?at_medium=RSS&at_campaign=KARANGA,"Australians are reeling from one of their worst natural disasters, but many despair at a sense of déjà vu."
Ukraine: How China is censoring online discussion of the war,"Sat, 12 Mar 2022 00:14:55 GMT",https://www.bbc.co.uk/news/60684682,https://www.bbc.co.uk/news/60684682?at_medium=RSS&at_campaign=KARANGA,The authorities are struggling to keep a lid on pro- and anti-Russian views being discussed online.
The Ukrainian sisters separated by war,"Fri, 11 Mar 2022 11:36:00 GMT",https://www.bbc.co.uk/news/uk-england-london-60689753,https://www.bbc.co.uk/news/uk-england-london-60689753?at_medium=RSS&at_campaign=KARANGA,Tetyana Nesterchuk is safe in London while her sister Mariia has chosen to stay in war-torn Ukraine.
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Fri, 11 Mar 2022 17:52:37 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.
‘It was a nightmare in that place’,"Fri, 11 Mar 2022 12:27:59 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60698025,https://www.bbc.co.uk/news/uk-northern-ireland-60698025?at_medium=RSS&at_campaign=KARANGA,"For abuse survivors, Friday's apology has been hard fought - but the years of pain are as vivid as ever."
Cost of living: What Tory MPs want from Rishi Sunak,"Fri, 11 Mar 2022 14:58:59 GMT",https://www.bbc.co.uk/news/uk-politics-60705352,https://www.bbc.co.uk/news/uk-politics-60705352?at_medium=RSS&at_campaign=KARANGA,"MPs are not short of ideas for the chancellor to help struggling families, but all come at a price."
Raducanu into Indian Wells third round with win over Garcia,"Sat, 12 Mar 2022 06:45:08 GMT",https://www.bbc.co.uk/sport/tennis/60715920,https://www.bbc.co.uk/sport/tennis/60715920?at_medium=RSS&at_campaign=KARANGA,"Emma Raducanu gets past Caroline Garcia, while fellow Brit Harriet Dart overcomes Elina Svitolina to reach the third round at Indian Wells."
Murray beats Daniel at Indian Wells for 700th ATP win,"Sat, 12 Mar 2022 06:36:12 GMT",https://www.bbc.co.uk/sport/tennis/60711780,https://www.bbc.co.uk/sport/tennis/60711780?at_medium=RSS&at_campaign=KARANGA,Andy Murray fights back from a set down to beat Taro Daniel 1-6 6-2 6-4 in the first round at Indian Wells as he secures a 700th win on the ATP Tour.
Winter Paralympics: Britain's Menna Fitzpatrick finishes fourth in slalom,"Sat, 12 Mar 2022 06:41:50 GMT",https://www.bbc.co.uk/sport/winter-sports/60718240,https://www.bbc.co.uk/sport/winter-sports/60718240?at_medium=RSS&at_campaign=KARANGA,Britain's Menna Fitzpatrick narrowly misses another Winter Paralympic medal with fourth in the visually-impaired slalom.
Six Nations: 'Ireland will demand new level from new England',"Sat, 12 Mar 2022 06:29:09 GMT",https://www.bbc.co.uk/sport/rugby-union/60713705,https://www.bbc.co.uk/sport/rugby-union/60713705?at_medium=RSS&at_campaign=KARANGA,"England have promised physicality, but will also need unseen accuracy and ambition to derail a resurgent Ireland in Twickenham showdown."
Six Nations: France edge past Wales to keep Grand Slam hopes alive,"Fri, 11 Mar 2022 22:51:53 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60714281,https://www.bbc.co.uk/sport/av/rugby-union/60714281?at_medium=RSS&at_campaign=KARANGA,Watch highlights as France keep alive their dreams of a first Grand Slam and Six Nations title since 2010 with a tense 13-9 win over Wales.
Women's World Cup: 'Sensational!' - Matthews takes brilliant catch to remove Sharma,"Sat, 12 Mar 2022 02:26:00 GMT",https://www.bbc.co.uk/sport/av/cricket/60703936,https://www.bbc.co.uk/sport/av/cricket/60703936?at_medium=RSS&at_campaign=KARANGA,"West Indies' Hayley Matthews takes a ""sensational"" catch at first slip to remove India's Deepti Sharma during their Women's World Cup match in Hamilton."
Six Nations: Dan Biggar kept Wales in the game against France - Martin Johnson,"Fri, 11 Mar 2022 22:30:47 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60714279,https://www.bbc.co.uk/sport/av/rugby-union/60714279?at_medium=RSS&at_campaign=KARANGA,"Martin Johnson praises Dan Biggar's ""very impressive"" performance in Wales' narrow 13-9 defeat to France at the Principality Stadium."
