Job ID,Job Title,Job Description,Location,Team
24205,CS Internal Control Quality Team Leader,"As a CS Internal Control Quality Leader at Compliance, Risk and Control team, you will be responsible for supporting the CS Financial Compliance, Risk, Security and Quality Manager and business to assess and improve the internal controls to mitigate various enterprise risks. 
Partnering closely with business stakeholders you will be responsible for designing and maintaining the control quality assurance framework within the Customer Service Department.
Operationally focused, you need to lead the key control testing programme with a deep understanding of the financial and data risk and control processes as well as a strong knowledge of the operational processes in both the finance and operations teams.
Successful internal control quality management requires individuals who are able to collaborate with multiple stakeholders, integrate perspectives and ultimately drive beneficial business outcomes.
The CS Compliance, Risk and Control team is newly formed, so you will have a great opportunity to build and shape the scope and vision as the team evolves.
  B. Responsible
Manage, support and develop a team of 1st line control testing specialists and reporting specialists (operations and finance), as a team and on an individual level.
Design and maintain the internal control assurance framework within CS.
Develop Key Control Testing (KCT) Programme for CS within the area of SOX compliance, financial economic crime/anti-money laundering, fraud, data protection, etc. KCT may also include financial services/products.
Coordinate, plan and carry out internal and external KCT and audits assigned to CS in accordance with methodology and the approved KCT Programme.
Guide the quality team on executing individual KCT and audit by assessing the design and test the operating effectiveness of manual or automated controls within CS.
Timely provide stakeholders with KCT feedback on the progress. Foresee and act to avoid delays in the KCT process. Manage KCT stakeholder expectations through proactive and concise communication.
Document and present KCT findings and recommendations to the leadership team. 
Be responsible for the review of the first line testing to ensure adequate KCT and support the second line of defence and internal audit committee on audit conclusions and findings.
Own the regulatory reportings for various services offered by CS. 
Contributes to strengthen existing operations by automating, and simplifying processes by developing reporting and related dashboarding on internal controls. 
Build strong relationships with other departments within the company. Is part of the wider CS Finance team and works closely with internal teams such as the Finance department (Risk and Controls, Tax) Security and Fraud Operations, Legal.
  B. Required
Ability to support, develop and grow team members on an individual level
Specialized Diploma or Bachelor's degree.
4+ years of experience in audit within a major financial institution or Big Four
2+ years of people and project management experience
Audit qualifications are strongly preferred
Experience in designing Audit and Assurance Framework
Excellent communication skills and fluency in both spoken and written English, fluency in other languages is a plus
Strong analytical skills and ability to break up a complex problem into actionable and easy-to-understand solutions
Good networking, stakeholder management and advisory skills and ability to convince and influence others.
Experience of google suite and related MS Office business applications
Experience of GRC solution such as ServiceNow GRC, IBM OpenPages GRC Platform, SAP GRC, OneTrust GRC","Amsterdam, Netherlands",Customer Service
24205,Customer Relations Advisor (Arabic),"As a CS Internal Control Quality Leader at Compliance, Risk and Control team, you will be responsible for supporting the CS Financial Compliance, Risk, Security and Quality Manager and business to assess and improve the internal controls to mitigate various enterprise risks. 
Partnering closely with business stakeholders you will be responsible for designing and maintaining the control quality assurance framework within the Customer Service Department.
Operationally focused, you need to lead the key control testing programme with a deep understanding of the financial and data risk and control processes as well as a strong knowledge of the operational processes in both the finance and operations teams.
Successful internal control quality management requires individuals who are able to collaborate with multiple stakeholders, integrate perspectives and ultimately drive beneficial business outcomes.
The CS Compliance, Risk and Control team is newly formed, so you will have a great opportunity to build and shape the scope and vision as the team evolves.
  B. Responsible
Manage, support and develop a team of 1st line control testing specialists and reporting specialists (operations and finance), as a team and on an individual level.
Design and maintain the internal control assurance framework within CS.
Develop Key Control Testing (KCT) Programme for CS within the area of SOX compliance, financial economic crime/anti-money laundering, fraud, data protection, etc. KCT may also include financial services/products.
Coordinate, plan and carry out internal and external KCT and audits assigned to CS in accordance with methodology and the approved KCT Programme.
Guide the quality team on executing individual KCT and audit by assessing the design and test the operating effectiveness of manual or automated controls within CS.
Timely provide stakeholders with KCT feedback on the progress. Foresee and act to avoid delays in the KCT process. Manage KCT stakeholder expectations through proactive and concise communication.
Document and present KCT findings and recommendations to the leadership team. 
Be responsible for the review of the first line testing to ensure adequate KCT and support the second line of defence and internal audit committee on audit conclusions and findings.
Own the regulatory reportings for various services offered by CS. 
Contributes to strengthen existing operations by automating, and simplifying processes by developing reporting and related dashboarding on internal controls. 
Build strong relationships with other departments within the company. Is part of the wider CS Finance team and works closely with internal teams such as the Finance department (Risk and Controls, Tax) Security and Fraud Operations, Legal.
  B. Required
Ability to support, develop and grow team members on an individual level
Specialized Diploma or Bachelor's degree.
4+ years of experience in audit within a major financial institution or Big Four
2+ years of people and project management experience
Audit qualifications are strongly preferred
Experience in designing Audit and Assurance Framework
Excellent communication skills and fluency in both spoken and written English, fluency in other languages is a plus
Strong analytical skills and ability to break up a complex problem into actionable and easy-to-understand solutions
Good networking, stakeholder management and advisory skills and ability to convince and influence others.
Experience of google suite and related MS Office business applications
Experience of GRC solution such as ServiceNow GRC, IBM OpenPages GRC Platform, SAP GRC, OneTrust GRC","Manchester, United Kingdom",Customer Service
24200,Customer Relations Advisor (French),"Customer Relations Advisor (French speaker)
About the company
At Booking.com, we make it easier for everyone to experience the world. We began by taking hotel bookings online over 20 years ago and we’ve been shaping the travel industry ever since. Today, we’re building a platform that connects all parts of the trip – from accommodation to transport, tickets, tours and more.

From our Trips HQ in Manchester, our team helps people get where they want to go, anywhere in the world. Whether customers want the freedom of a car, the ease of a taxi or the economy of public transport, we make it all possible.
Booking.com core values
Own It
Learn Forever
Succeed Together
Do the Right Thing
Think Customer First
We are committed to giving you everything you need to take your career in the direction you want. With our core values we ensure you contribute to Booking.com’s mission in the best way you can.
What you’ll be doing:
Handling the post rental issues of customers & liaising between them and our suppliers.
Investigating customer queries and complaints through a thorough analysis of the details provided.
Managing customer’s expectations on timescales and potential resolutions.
Completing the full administrative cycle of documenting the customers/suppliers comments on the relevant systems.
Issuing refunds/compensation within the agreed guidelines.
What you need to do it:
You’ll love helping people and will genuinely enjoy the challenge of restoring faith when things haven’t gone according to plan.
Written and verbal fluency in French and English.
Take ownership of your work and multi-task well.
You’ll be resilient & have wonderful time management skills.
You’ll have a desire to work in a fun and fast-paced environment where you’ll love to embrace different cultures, nationalities and languages.
Keep calm under pressure, confidently work and deliver to deadlines and understand the importance of time sensitive issues.
Benefits
25 vacation days (rising to 28) to go exploring
Generous accommodation discount, so you can explore for less
Pension with up to 10% matched company contribution
Huge learning and development platform tailored to you
Shopping and leisure discounts through Perkbox
Competitive maternity/paternity/adoption leave
Flexible working, including working from home
Wellbeing focus
Mental health first-aiders and free support","Manchester, United Kingdom",Customer Service
24198,Customer Relations Advisor (English),"Customer Relations Advisor (English Speaker)
About the company
At Booking.com, we make it easier for everyone to experience the world. We began by taking hotel bookings online over 20 years ago and we’ve been shaping the travel industry ever since. Today, we’re building a platform that connects all parts of the trip – from accommodation to transport, tickets, tours and more.

From our Trips HQ in Manchester, our team helps people get where they want to go, anywhere in the world. Whether customers want the freedom of a car, the ease of a taxi or the economy of public transport, we make it all possible.
Booking.com core values
Own It
Learn Forever
Succeed Together
Do the Right Thing
Think Customer First
We are committed to giving you everything you need to take your career in the direction you want. With our core values we ensure you contribute to Booking.com’s mission in the best way you can.
What you’ll be doing:
Handling the post rental issues of customers & liaising between them and our suppliers.
Investigating customer queries and complaints through a thorough analysis of the details provided.
Managing customer’s expectations on timescales and potential resolutions.
Completing the full administrative cycle of documenting the customers/suppliers comments on the relevant systems.
Issuing refunds/compensation within the agreed guidelines.
What you need to do it:
You’ll love helping people and will genuinely enjoy the challenge of restoring faith when things haven’t gone according to plan.
Written and verbal fluency in English.
Take ownership of your work and multi-task well.
You’ll be resilient & have wonderful time management skills.
You’ll have a desire to work in a fun and fast-paced environment where you’ll love to embrace different cultures, nationalities and languages.
Keep calm under pressure, confidently work and deliver to deadlines and understand the importance of time sensitive issues.
Benefits
25 vacation days (rising to 28) to go exploring
Generous accommodation discount, so you can explore for less
Pension with up to 10% matched company contribution
Huge learning and development platform tailored to you
Shopping and leisure discounts through Perkbox
Competitive maternity/paternity/adoption leave
Flexible working, including working from home
Wellbeing focus
Mental health first-aiders and free support","Manchester, United Kingdom",Customer Service
24195,Customer Relations Advisor (Danish),"Customer Relations Advisor (Danish speaker)
About the company
At Booking.com, we make it easier for everyone to experience the world. We began by taking hotel bookings online over 20 years ago and we’ve been shaping the travel industry ever since. Today, we’re building a platform that connects all parts of the trip – from accommodation to transport, tickets, tours and more.

From our Trips HQ in Manchester, our team helps people get where they want to go, anywhere in the world. Whether customers want the freedom of a car, the ease of a taxi or the economy of public transport, we make it all possible.
Booking.com core values
Own It
Learn Forever
Succeed Together
Do the Right Thing
Think Customer First
We are committed to giving you everything you need to take your career in the direction you want. With our core values we ensure you contribute to Booking.com’s mission in the best way you can.
What you’ll be doing:
Handling the post rental issues of customers & liaising between them and our suppliers.
Investigating customer queries and complaints through a thorough analysis of the details provided.
Managing customer’s expectations on timescales and potential resolutions.
Completing the full administrative cycle of documenting the customers/suppliers comments on the relevant systems.
Issuing refunds/compensation within the agreed guidelines.
What you need to do it:
You’ll love helping people and will genuinely enjoy the challenge of restoring faith when things haven’t gone according to plan.
Written and verbal fluency in Danish and English.
Take ownership of your work and multi-task well.
You’ll be resilient & have wonderful time management skills.
You’ll have a desire to work in a fun and fast-paced environment where you’ll love to embrace different cultures, nationalities and languages.
Keep calm under pressure, confidently work and deliver to deadlines and understand the importance of time sensitive issues.
Benefits
25 vacation days (rising to 28) to go exploring
Generous accommodation discount, so you can explore for less
Pension with up to 10% matched company contribution
Huge learning and development platform tailored to you
Shopping and leisure discounts through Perkbox
Competitive maternity/paternity/adoption leave
Flexible working, including working from home
Wellbeing focus
Mental health first-aiders and free support","Manchester, United Kingdom",Customer Service
24190,Customer Relations Advisor - Insurance (French),"Customer Relations Advisor – Insurance Claims (French speaker)
About the company
At Booking.com, we make it easier for everyone to experience the world. We began by taking hotel bookings online over 20 years ago and we’ve been shaping the travel industry ever since. Today, we’re building a platform that connects all parts of the trip – from accommodation to transport, tickets, tours and more.

From our Trips HQ in Manchester, our team helps people get where they want to go, anywhere in the world. Whether customers want the freedom of a car, the ease of a taxi or the economy of public transport, we make it all possible.
Booking.com core values
Own It
Learn Forever
Succeed Together
Do the Right Thing
Think Customer First
We are committed to giving you everything you need to take your career in the direction you want. With our core values we ensure you contribute to Booking.com’s mission in the best way you can.
About The Role
As part of our Connected Trip ambition, Booking.com wants to ensure that customers have peace of mind when booking their travel - particularly in uncertain times. Part of this ambition is the delivery of insurance products to give our customers assurance that there is protection, should anything happen. 
You will be part of our Transportation Unit that already has a mature insurance business aimed at offering its car rental customers’ this peace of mind, and we are planning to use this as a springboard on which to build further. We seek to unify our insurance resources, and build a foundation on which to deliver insurance products to all of our segments, including: Accommodations, transportation, and attractions. 
Booking.com has ambitious growth plans for the insurance business. Example opportunities include traditional areas such as travel protection, alongside new categories, such as home-sharing protection for our vacation rental segment. 
The key strategic aims are to: Build an insurance operating model that can deliver to our insurance requirements, and to use this to expand and grow a global footprint of general insurance product offerings throughout the Group. Through innovation and industry sector knowledge and single-threaded focus, the challenge is to substantially enhance the group’s customer Insurance experience and drive a profitable account. 
What you’ll be doing:
Managing customers’ insurance plans effectively to minimise claims life-cycle while complying with the Insurance Regulations.
Delivering effective and clear communication to the policyholder of all claims decisions.
Collaborating with other departments as required to resolve any issues regarding claims.
Remaining objective throughout the claims handling process, with the ability to display confidence and patience when dealing with challenging circumstances. 
Understanding complex documentation and situations using your expertise and product knowledge.
Capturing and recording data, ensuring its integrity throughout the life-cycle of claim.
What you need to do it:
You’ll love helping people and will genuinely enjoy the challenge of restoring faith when things haven’t gone according to plan.
You’ll need to feel positively challenged about working in a highly regulated environment.
Written and verbal fluency in French and English.
Strong mathematical skills
Take ownership of your work and multi-task well.
You’ll have a naturally innovative and inquisitive mind with a desire to own and deliver on your ideas.
You’ll be resilient & have wonderful time management skills.
You’ll have a desire to work in a fun, fast-paced and changing environment.
Keep calm under pressure, confidently work and deliver to deadlines and understand the importance of time sensitive issues.
Benefits
25 vacation days (rising to 28) to go exploring
Generous accommodation discount, so you can explore for less
Pension with up to 10% matched company contribution
Huge learning and development platform tailored to you
Shopping and leisure discounts through Perkbox
Competitive maternity/paternity/adoption leave
Flexible working, including working from home
Wellbeing focus
Mental health first-aiders and free support","Manchester, United Kingdom",Customer Service
24188,Program Manager - Digital Partner Experience,"Job Summary
Booking.com BV (the company behind Booking.com™, the market leading online hotel reservation service in the world) and/or its various support companies throughout the world are looking for people to support the business in the fast-growing hotel markets.
As a member of the Supply Distribution team in Digital Partner Experience, your main responsibility is to positively influence the performance of our partners by providing them actionable insights based on guest behaviour and market trends. After exploring and investigating data driven insights the team validates the commercial opportunity. After which it can be turned into various partner facing communications such as product value propositions, content, information for account managers or partner-facing campaigns
During specific high customer demand moments or market events throughout the year the team will lead the creation of a global or regional campaign to drive commercial opportunities based on the insights collected. You will act as the overall owner of the campaign. For the execution of the campaign you will act as a requestor to the services departments, such as Marketing, who will design and execute the campaign into a multi channel digital campaign and collaborate with team to drive a go-to-market approach via Local Partner Services & Connectivity
The role manages programs and works closely with data analysts and other teams in the Partner Performance Marketing team, which sits within Digital Partner Experience. This role gathers insights and initiates commercial campaigns in order to scale the commercial performance management of Booking.com supply partners, alongside other teams such as Digital Platforms and Digital Channels.
You will be building and maintaining strong relationships and collaborations within the Accommodation Business Unit with functions like strategy, product and PMO services. And will be working with teams like Marketing, Digital Partner Experience, Local Partner Services & Connectivity who will be your liaison in actioning the validated insights.
You deliver and distribute insights and opportunities to drive the overall commercial impact for our partners. You are the business partner and initiator for data-driven, high impacting commercial campaigns based on the key insights that the team discovers.
B.Responsible
Insights finding, validation and distribution
Own and build ways of working that uncover market level and global travel insights from our platform (working with our analytical teams).
Validate, size and prioritize the opportunity of these insights for the business to act upon in order to drive partner performance
Distribute opportunities to business stakeholders who can execute or capitalize on the opportunities.
Work with analytical teams to report back on success measurement of opportunities distributed, including reporting on proportional percentage of potential opportunity unlocked.
Work closely with stakeholders across the business to ensure these insights gain visibility and that relevant teams are kept in the loop
Campaign ownership
Own and initiate cross channel campaigns such as Summer Peak Season
Develop hypotheses and ‘problems to solve’ along with all other required inputs for existing Marketing teams to build and design campaign tactics, GTM plans and campaign narratives.
Determine and deliver target audiences including partner type breakdowns and populations based on the nature and characteristics of the opportunity.
Manage stakeholders across the business from product, to marketing, to leadership on the objectives and commercial goals of the campaigns.
Leverage additional channels alongside marketing to drive reach & engagement, such as Account Management and 3rd party providers.
Commercial Program Management
Coordinate large scale, complex projects and own the backlog of the program.
Distribute commercial insights and opportunities to various parts of the business to be actioned in a scalable and effective way
Build and define success measurements and metrics for our commercial projects and opportunities that are distributed
Work closely with analyst teams are part of projects to ensure data-driven decision making
Identify dependencies, parallel processes, roadblocks and milestones that need to be incorporated into project planning
Identify and include all relevant teams and stakeholders that need to be involved, consulted and informed.
Clearly communicate outcomes, successes and learnings to relevant audiences, including working groups, management, and leadership teams.
Stakeholder Management
Establishing long-term, productive relationships within the organization that will be contributing to their own and their team’s performance.
Be widely accepted in the organisation as owning a topic that adds business value.
  B.Skilled
Bachelor's degree or higher in an analytically focused degree such as Marketing, Economics, Engineering, Science, etc.
Experience in business analysis to find and create business opportunities.
Ability to prioritize and be decisive on which opportunities are best to follow-through or execute
Experience to collaborate with marketing (communication) teams driving global impact in a Business-to-Business context.
Proven track record of commercial impact through digital marketing efforts.
Proven experience in using data and insights to discover commercial opportunities, and swiftly take advantage of those.
Proven track record in project management and leading multi disciplinary projects.
Proven track record of change management, supporting team members and business stakeholders.
Expert in leading through influence with stakeholders.
Strong and high energy team player demonstrating flexibility and positive communication that motivates and influences achievement of team objectives.
Business and technology acumen to quickly understand Booking’s objectives and the way all parts of the company work together and define key results in their own area and drive business cases accordingly.
Creative thinker with excellent analytical skills and a learning and experimentation mindset.
Exceptional oral and written communication with the ability to facilitate discussions with both execution and leadership teams
 ","Amsterdam, Netherlands",Marketing & Communications
24185,Customer Relations Advisor - Insurance (Swedish),"Customer Relations Advisor – Insurance Claims (Swedish speaker)
About the company
At Booking.com, we make it easier for everyone to experience the world. We began by taking hotel bookings online over 20 years ago and we’ve been shaping the travel industry ever since. Today, we’re building a platform that connects all parts of the trip – from accommodation to transport, tickets, tours and more.

From our Trips HQ in Manchester, our team helps people get where they want to go, anywhere in the world. Whether customers want the freedom of a car, the ease of a taxi or the economy of public transport, we make it all possible.
Booking.com core values
Own It
Learn Forever
Succeed Together
Do the Right Thing
Think Customer First
We are committed to giving you everything you need to take your career in the direction you want. With our core values we ensure you contribute to Booking.com’s mission in the best way you can.
About The Role
As part of our Connected Trip ambition, Booking.com wants to ensure that customers have peace of mind when booking their travel - particularly in uncertain times. Part of this ambition is the delivery of insurance products to give our customers assurance that there is protection, should anything happen. 
You will be part of our Transportation Unit that already has a mature insurance business aimed at offering its car rental customers’ this peace of mind, and we are planning to use this as a springboard on which to build further. We seek to unify our insurance resources, and build a foundation on which to deliver insurance products to all of our segments, including: Accommodations, transportation, and attractions. 
Booking.com has ambitious growth plans for the insurance business. Example opportunities include traditional areas such as travel protection, alongside new categories, such as home-sharing protection for our vacation rental segment. 
The key strategic aims are to: Build an insurance operating model that can deliver to our insurance requirements, and to use this to expand and grow a global footprint of general insurance product offerings throughout the Group. Through innovation and industry sector knowledge and single-threaded focus, the challenge is to substantially enhance the group’s customer Insurance experience and drive a profitable account. 
What you’ll be doing:
Managing customers’ insurance plans effectively to minimise claims life-cycle while complying with the Insurance Regulations.
Delivering effective and clear communication to the policyholder of all claims decisions.
Collaborating with other departments as required to resolve any issues regarding claims.
Remaining objective throughout the claims handling process, with the ability to display confidence and patience when dealing with challenging circumstances. 
Understanding complex documentation and situations using your expertise and product knowledge.
Capturing and recording data, ensuring its integrity throughout the life-cycle of claim.
What you need to do it:
You’ll love helping people and will genuinely enjoy the challenge of restoring faith when things haven’t gone according to plan.
You’ll need to feel positively challenged about working in a highly regulated environment.
Written and verbal fluency in Swedish and English.
Strong mathematical skills
Take ownership of your work and multi-task well.
You’ll have a naturally innovative and inquisitive mind with a desire to own and deliver on your ideas.
You’ll be resilient & have wonderful time management skills.
You’ll have a desire to work in a fun, fast-paced and changing environment.
Keep calm under pressure, confidently work and deliver to deadlines and understand the importance of time sensitive issues.
Benefits
25 vacation days (rising to 28) to go exploring
Generous accommodation discount, so you can explore for less
Pension with up to 10% matched company contribution
Huge learning and development platform tailored to you
Shopping and leisure discounts through Perkbox
Competitive maternity/paternity/adoption leave
Flexible working, including working from home
Wellbeing focus
Mental health first-aiders and free support","Manchester, United Kingdom",Customer Service
24179,Customer Relations Advisor (German),"Customer Relations Advisor (German Speaker)
About the company
At Booking.com, we make it easier for everyone to experience the world. We began by taking hotel bookings online over 20 years ago and we’ve been shaping the travel industry ever since. Today, we’re building a platform that connects all parts of the trip – from accommodation to transport, tickets, tours and more.

From our Trips HQ in Manchester, our team helps people get where they want to go, anywhere in the world. Whether customers want the freedom of a car, the ease of a taxi or the economy of public transport, we make it all possible.
Booking.com core values
Own It
Learn Forever
Succeed Together
Do the Right Thing
Think Customer First
We are committed to giving you everything you need to take your career in the direction you want. With our core values we ensure you contribute to Booking.com’s mission in the best way you can.
What you’ll be doing:
Handling the post rental issues of customers & liaising between them and our suppliers.
Investigating customer queries and complaints through a thorough analysis of the details provided.
Managing customer’s expectations on timescales and potential resolutions.
Completing the full administrative cycle of documenting the customers/suppliers comments on the relevant systems.
Issuing refunds/compensation within the agreed guidelines.
What you need to do it:
You’ll love helping people and will genuinely enjoy the challenge of restoring faith when things haven’t gone according to plan.
Written and verbal fluency in German and English.
Take ownership of your work and multi-task well.
You’ll be resilient & have wonderful time management skills.
You’ll have a desire to work in a fun and fast-paced environment where you’ll love to embrace different cultures, nationalities and languages.
Keep calm under pressure, confidently work and deliver to deadlines and understand the importance of time sensitive issues.
Benefits
25 vacation days (rising to 28) to go exploring
Generous accommodation discount, so you can explore for less
Pension with up to 10% matched company contribution
Huge learning and development platform tailored to you
Shopping and leisure discounts through Perkbox
Competitive maternity/paternity/adoption leave
Flexible working, including working from home
Wellbeing focus
Mental health first-aiders and free support","Manchester, United Kingdom",Customer Service
24172,Payroll Specialist,"We offer a dynamic, motivating and sophisticated work environment. A culture that is open, innovative and performance orientated. Our scale and scope, commitment to people and high standards of integrity make Booking.com a great place to work. If you would like to be part of our team, if you think you can make a difference, have a closer look at this job opening.
The role:
This is a full-time position based in our New York City office, also open to being based in Toronto, Canada or Grand Rapids, MI. In this position you will be part of an international team, consisting of colleagues who manage payroll for the Booking.com group offices in Europe, Middle East, Africa, Latin America and Asia. You will be reporting to the Americas Payroll Manager.
You will be responsible for managing a portfolio in the NORAM Region.
Main responsibilities:
Be responsible for the maintenance and preparation of payrolls. The employment mutations are provided by HR team and employees in the various countries;
Coordinate and finalize payrolls for payment approvals with the support of third party stakeholders;
Ensure efficient and high-quality execution of payroll processes and meet the deadlines;
Ensure compliance of all statutory payroll related tax filings and payments are made;
Prepare bi weekly and monthly payroll reconciliations;
Develop ad hoc financial and operational reports as needed;
Attend to payroll specific queries from employees;
Safeguard payroll procedures & internal controls and support requests from audit partner;
Undertake any ad hoc projects, as required.
Qualifications: 
Minimum 2 years of experience working in an international payroll/accounting environment;
Experience in payroll for the US, Multi State, Multi Companies;
Sufficient knowledge of ADP Payroll, Time & Labor Systems, Workday HR
Experience managing internal and external stakeholders;
Excellent communications and customer service skills;
Ability to work effectively as an individual and as a team member;
Ability to manage high volume, fast pace environment;
Ability to take ownership of payroll processes;
Proactive approach towards issues;
Excellent organizational skills and ability to multitask;
A high level of accuracy and attention to detail;
Available to travel
BS in Accounting or Finance or equivalent experience
APA affiliation
Must have advanced Excel & PowerPoint Skills (V Look Ups, Formulas & Pivots, along with PP Slides a MUST)
Must have US work authorization ","New York, NY, United States",People
24169,Cyber Security Incident Response Analyst,"Cyber Security Incident and Response Analyst
  The Cyber Security Incident Response Analyst (CSIRT Analyst) is a key player in providing detection, investigation and response to cyber security attacks and threats such as ransomware, spear-phishing, APT. This highly specialised technical subject matter expert position focuses on investigating threats and alerts within large-scale cross-platform environments, perform threat hunting and digital forensics in order to identify intrusions and effectively respond to mitigate security threats on the business.
Key responsibilities:
Performs technical investigation on complex security incidents to achieve efficient mitigation for active threats and identification of the root cause.
Monitors and triages different alert sources to detect potential suspicious or malicious activity, in order to trigger the proper investigation and response if needed.
Performs quality hands-on technical incident response, digital forensics, log analysis, and threat hunting.
Performs incident handling and assists Incident Lead during security incidents.
Coordinates escalation, response, resolution, and reporting of cybersecurity incidents.
Masters and uses CSIRT’s playbooks, runbooks, workflows, operational documentation, and processes. Contributes to the writing and maintaining of all such documents.
Looks for opportunities to improve documentation and standardisation of CSIRT processes
Owns and delivers on assigned projects (often around improvements to detections, processes and playbooks) while balancing execution and deliveries with operations and IR workload; Supports other team members in projects.
Drives continuous improvements of our detection and response capabilities quality and efficiency by identifying and owning improvement areas in the technology, methods, processes (including opportunities around detection tuning and automation).
Contributes to Booking.com’s growth through interviewing, on-boarding, or other recruitment efforts
  Knowledge and skills:
This role requires technology subject matter expertise in performing hands-on technical incident response, in-depth technical investigations and digital forensics (DFIR). It is an individual who reads logs, collects technical evidence and puts together the full picture. The ideal candidate is well plugged in the world of hacking and defense and adversary techniques, all with a hand-on keyboard perspective.
4+ years of operational security experience (SOC, Incident Response, Malware Analysis, Forensic Analysis, etc.)
Bachelor's Degree or equivalent experience and relevant certification (such as  GCIH, GCFA, GCFE, GCIA, GSEC, GCED, GREM, OSCP, OSCE  or similar)
Experience working independently to detect, handle, investigate and effectively respond to cybersecurity incidents
Ability to assess security incidents quickly and communicate/coordinate a course of action to respond to the incident, while mitigating risk and limiting the impact
Practical experience identifying adversary techniques, tactics, and procedures with enterprise security tools with a demonstrable understanding of modern attacker methodologies. 
Experience developing and maintaining operations playbooks, runbooks, and operational documentation.
Robust understanding of IT fundamentals across networking, system, cloud, virtualisation platforms and application layers and advanced understanding of at least one operating system (Windows, Linux, OSX)
Excellent interpersonal and communication skills in order to share knowledge and to communicate effectively with different stakeholders (IT and business partners)
Experience with projects or issues of high complexity that require knowledge across multiple technical areas and business units.
Willingness to be on-call, work non-standard hours upon need.
Highly disciplined and motivated: a self-starter who is able to both work independently or as a member of a team
Demonstrates a Can-Do, delivery-focused and solution-oriented approach (rather than problem-oriented); Flexible, practical, and positive mindset. Is quick to adapt to changing situations.
Constantly demonstrates ownership and proactiveness in seeking to improve and optimize in anything related to their and their team’s work.","Bucharest, Romania",Security & Infrastructure
24169,Director of Data Centres and Networks,"Cyber Security Incident and Response Analyst
  The Cyber Security Incident Response Analyst (CSIRT Analyst) is a key player in providing detection, investigation and response to cyber security attacks and threats such as ransomware, spear-phishing, APT. This highly specialised technical subject matter expert position focuses on investigating threats and alerts within large-scale cross-platform environments, perform threat hunting and digital forensics in order to identify intrusions and effectively respond to mitigate security threats on the business.
Key responsibilities:
Performs technical investigation on complex security incidents to achieve efficient mitigation for active threats and identification of the root cause.
Monitors and triages different alert sources to detect potential suspicious or malicious activity, in order to trigger the proper investigation and response if needed.
Performs quality hands-on technical incident response, digital forensics, log analysis, and threat hunting.
Performs incident handling and assists Incident Lead during security incidents.
Coordinates escalation, response, resolution, and reporting of cybersecurity incidents.
Masters and uses CSIRT’s playbooks, runbooks, workflows, operational documentation, and processes. Contributes to the writing and maintaining of all such documents.
Looks for opportunities to improve documentation and standardisation of CSIRT processes
Owns and delivers on assigned projects (often around improvements to detections, processes and playbooks) while balancing execution and deliveries with operations and IR workload; Supports other team members in projects.
Drives continuous improvements of our detection and response capabilities quality and efficiency by identifying and owning improvement areas in the technology, methods, processes (including opportunities around detection tuning and automation).
Contributes to Booking.com’s growth through interviewing, on-boarding, or other recruitment efforts
  Knowledge and skills:
This role requires technology subject matter expertise in performing hands-on technical incident response, in-depth technical investigations and digital forensics (DFIR). It is an individual who reads logs, collects technical evidence and puts together the full picture. The ideal candidate is well plugged in the world of hacking and defense and adversary techniques, all with a hand-on keyboard perspective.
4+ years of operational security experience (SOC, Incident Response, Malware Analysis, Forensic Analysis, etc.)
Bachelor's Degree or equivalent experience and relevant certification (such as  GCIH, GCFA, GCFE, GCIA, GSEC, GCED, GREM, OSCP, OSCE  or similar)
Experience working independently to detect, handle, investigate and effectively respond to cybersecurity incidents
Ability to assess security incidents quickly and communicate/coordinate a course of action to respond to the incident, while mitigating risk and limiting the impact
Practical experience identifying adversary techniques, tactics, and procedures with enterprise security tools with a demonstrable understanding of modern attacker methodologies. 
Experience developing and maintaining operations playbooks, runbooks, and operational documentation.
Robust understanding of IT fundamentals across networking, system, cloud, virtualisation platforms and application layers and advanced understanding of at least one operating system (Windows, Linux, OSX)
Excellent interpersonal and communication skills in order to share knowledge and to communicate effectively with different stakeholders (IT and business partners)
Experience with projects or issues of high complexity that require knowledge across multiple technical areas and business units.
Willingness to be on-call, work non-standard hours upon need.
Highly disciplined and motivated: a self-starter who is able to both work independently or as a member of a team
Demonstrates a Can-Do, delivery-focused and solution-oriented approach (rather than problem-oriented); Flexible, practical, and positive mindset. Is quick to adapt to changing situations.
Constantly demonstrates ownership and proactiveness in seeking to improve and optimize in anything related to their and their team’s work.","Amsterdam, Netherlands",Engineering
